Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Version
NSRDB,35216,-,-,-,28.65,77.65,5.5,0,5.5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Pressure,Temperature,Wind Speed,GHI,Wind Direction
2010,5,29,15,30,351,150,-3,9720,47,0.30000000000000004,459,27.6
2010,5,29,16,30,173,5,-3,9720,45,0.30000000000000004,176,27.900000000000002
2010,5,29,17,30,37,0,-3,9730,43,0.30000000000000004,37,28.400000000000002
2010,5,29,18,30,35,0,-2,9730,40,0.30000000000000004,35,29.1
2010,5,29,19,30,0,0,-2,9740,38,0.30000000000000004,0,30
2010,5,29,20,30,0,0,-1,9750,37,0.30000000000000004,0,31
2010,5,29,21,30,0,0,-1,9750,36,0.30000000000000004,0,32.1
2010,5,29,22,30,0,0,0,9750,35,0.30000000000000004,0,33.300000000000004
2010,5,29,23,30,0,0,0,9740,34,0.30000000000000004,0,34.5
2010,5,30,0,30,0,0,1,9740,33,0.4,0,35.5
2010,5,30,1,30,0,0,1,9740,32,0.4,0,0.1
2010,5,30,2,30,0,0,0,9740,32,0.4,0,0.4
2010,5,30,3,30,0,0,0,9750,31,0.4,0,0.6000000000000001
2010,5,30,4,30,0,0,0,9750,30,0.4,0,0.7000000000000001
2010,5,30,5,30,0,0,0,9760,31,0.4,0,0.9
2010,5,30,6,30,72,0,0,9780,33,0.30000000000000004,72,1
2010,5,30,7,30,204,93,0,9780,38,0.2,245,0.7000000000000001
2010,5,30,8,30,294,232,0,9790,41,0.2,439,34.9
2010,5,30,9,30,363,337,0,9790,43,0.2,628,33.1
2010,5,30,10,30,362,466,0,9790,45,0.2,785,31.5
2010,5,30,11,30,358,529,0,9780,46,0.2,875,30.5
2010,5,30,12,30,357,561,0,9770,46,0.2,914,29.900000000000002
2010,5,30,13,30,350,545,0,9770,46,0.2,869,29.6
2010,5,30,14,30,333,503,1,9760,45,0.30000000000000004,766,29.900000000000002
2010,5,30,15,30,293,432,1,9750,44,0.30000000000000004,605,30.5
2010,5,30,16,30,244,302,2,9750,42,0.30000000000000004,409,30.8
2010,5,30,17,30,160,112,2,9750,40,0.30000000000000004,199,31.200000000000003
2010,5,30,18,30,33,0,2,9750,38,0.30000000000000004,33,31.5
2010,5,30,19,30,0,0,2,9760,36,0.30000000000000004,0,31.8
2010,5,30,20,30,0,0,2,9770,36,0.30000000000000004,0,31.900000000000002
2010,5,30,21,30,0,0,3,9760,35,0.2,0,31.6
2010,5,30,22,30,0,0,3,9760,34,0.2,0,31.1
2010,5,30,23,30,0,0,3,9760,33,0.2,0,30.5
2010,5,31,0,30,0,0,3,9750,33,0.2,0,30
2010,5,31,1,30,0,0,3,9750,32,0.30000000000000004,0,29.8
2010,5,31,2,30,0,0,3,9750,32,0.30000000000000004,0,29.5
2010,5,31,3,30,0,0,3,9750,31,0.30000000000000004,0,29.200000000000003
2010,5,31,4,30,0,0,2,9750,30,0.30000000000000004,0,28.8
2010,5,31,5,30,0,0,2,9760,31,0.30000000000000004,0,28.5
2010,5,31,6,30,87,19,2,9770,34,0.2,92,28.200000000000003
2010,5,31,7,30,208,208,2,9770,38,0.2,299,28.3
2010,5,31,8,30,271,363,1,9770,42,0.30000000000000004,498,29.200000000000003
2010,5,31,9,30,313,468,1,9770,45,0.30000000000000004,681,29.1
2010,5,31,10,30,348,525,0,9770,47,0.30000000000000004,824,28.700000000000003
2010,5,31,11,30,368,555,0,9760,48,0.30000000000000004,910,28.1
2010,5,31,12,30,373,561,0,9760,48,0.30000000000000004,930,27.6
2010,5,31,13,30,362,545,0,9750,48,0.30000000000000004,881,27.3
2010,5,31,14,30,335,504,0,9740,47,0.30000000000000004,769,27.6
2010,5,31,15,30,293,433,0,9740,46,0.4,606,28.200000000000003
2010,5,31,16,30,243,310,1,9730,44,0.4,413,28.8
2010,5,31,17,30,161,114,1,9740,43,0.4,201,29.3
2010,5,31,18,30,34,0,2,9740,40,0.30000000000000004,34,29.700000000000003
2010,5,31,19,30,0,0,2,9740,38,0.30000000000000004,0,29.900000000000002
2010,5,31,20,30,0,0,2,9750,38,0.30000000000000004,0,29.900000000000002
2010,5,31,21,30,0,0,2,9750,37,0.30000000000000004,0,29.700000000000003
2010,5,31,22,30,0,0,1,9750,36,0.30000000000000004,0,29.5
2010,5,31,23,30,0,0,1,9750,35,0.30000000000000004,0,29.400000000000002
2002,6,1,0,30,0,0,1,9740,34,0.30000000000000004,0,29.5
2002,6,1,1,30,0,0,1,9740,34,0.4,0,29.6
2002,6,1,2,30,0,0,1,9740,33,0.4,0,29.700000000000003
2002,6,1,3,30,0,0,0,9740,32,0.4,0,29.900000000000002
2002,6,1,4,30,0,0,0,9750,31,0.4,0,29.900000000000002
2002,6,1,5,30,0,0,15,9790,29,0.1,0,34.5
2002,6,1,6,30,83,9,15,9800,31,0.1,86,34.7
2002,6,1,7,30,201,89,12,9800,36,0.1,240,33.300000000000004
2002,6,1,8,30,273,306,9,9800,39,0.1,465,32.4
2002,6,1,9,30,372,291,8,9800,42,0.1,601,32
2002,6,1,10,30,271,40,9,9790,44,0.1,308,31.5
2002,6,1,11,30,395,479,9,9790,45,0.1,863,30.900000000000002
2002,6,1,12,30,465,309,10,9780,46,0.1,772,30.400000000000002
2002,6,1,13,30,146,6,10,9770,46,0.2,152,30
2002,6,1,14,30,278,368,11,9760,45,0.2,595,30
2002,6,1,15,30,99,0,11,9750,44,0.2,99,30.1
2002,6,1,16,30,97,0,11,9750,42,0.2,97,30.5
2002,6,1,17,30,109,0,11,9760,39,0.2,109,31
2002,6,1,18,30,35,0,11,9760,37,0.1,35,31.700000000000003
2002,6,1,19,30,0,0,11,9770,37,0.1,0,32.800000000000004
2002,6,1,20,30,0,0,11,9780,36,0.1,0,32.800000000000004
2002,6,1,21,30,0,0,11,9780,36,0.1,0,31.8
2002,6,1,22,30,0,0,12,9780,35,0.1,0,30.6
2002,6,1,23,30,0,0,12,9770,34,0.1,0,29.8
2002,6,2,0,30,0,0,12,9770,33,0.1,0,29.5
2002,6,2,1,30,0,0,12,9760,33,0.2,0,29.6
2002,6,2,2,30,0,0,12,9760,32,0.1,0,29.5
2002,6,2,3,30,0,0,12,9770,31,0.1,0,29.200000000000003
2002,6,2,4,30,0,0,12,9770,31,0.1,0,28.700000000000003
2002,6,2,5,30,0,0,12,9780,31,0,0,27.8
2002,6,2,6,30,88,19,12,9790,34,0,93,25.3
2002,6,2,7,30,206,120,11,9800,39,0,259,20.8
2002,6,2,8,30,273,307,11,9800,41,0,466,19.700000000000003
2002,6,2,9,30,343,356,11,9800,43,0,623,19.700000000000003
2002,6,2,10,30,360,451,11,9790,45,0,769,20.700000000000003
2002,6,2,11,30,369,496,11,9780,45,0,854,23.1
2002,6,2,12,30,384,502,11,9780,45,0,883,26.400000000000002
2002,6,2,13,30,373,486,11,9770,45,0,837,29.1
2002,6,2,14,30,344,445,11,9760,45,0,728,30.1
2002,6,2,15,30,309,362,11,9750,44,0.1,571,30.1
2002,6,2,16,30,244,257,11,9750,42,0.1,385,30.1
2002,6,2,17,30,160,84,11,9750,40,0.1,190,30.3
2002,6,2,18,30,34,0,12,9760,39,0.1,34,30.700000000000003
2002,6,2,19,30,0,0,12,9770,38,0,0,30.700000000000003
2002,6,2,20,30,0,0,12,9770,37,0,0,28.200000000000003
2002,6,2,21,30,0,0,13,9770,37,0,0,25.900000000000002
2002,6,2,22,30,0,0,13,9770,36,0.1,0,25.5
2002,6,2,23,30,0,0,14,9760,35,0.1,0,26.1
2002,6,3,0,30,0,0,14,9760,35,0.2,0,26.900000000000002
2002,6,3,1,30,0,0,15,9750,34,0.2,0,27.6
2002,6,3,2,30,0,0,15,9750,34,0.2,0,28.400000000000002
2002,6,3,3,30,0,0,15,9750,33,0.1,0,29.5
2002,6,3,4,30,0,0,15,9760,32,0.1,0,30.8
2002,6,3,5,30,0,0,15,9770,33,0.1,0,32.1
2002,6,3,6,30,83,14,15,9780,35,0.1,87,33.2
2002,6,3,7,30,208,152,15,9780,38,0.1,275,33
2002,6,3,8,30,275,296,14,9790,42,0.1,461,32.4
2002,6,3,9,30,372,174,13,9780,44,0,509,31.8
2002,6,3,10,30,367,454,12,9770,46,0,779,30.900000000000002
2002,6,3,11,30,379,496,12,9770,47,0.1,864,30.200000000000003
2002,6,3,12,30,385,502,11,9760,48,0.1,884,30.1
2002,6,3,13,30,367,486,11,9750,48,0.1,831,30.400000000000002
2002,6,3,14,30,344,445,10,9740,47,0.2,728,30.6
2002,6,3,15,30,322,345,10,9730,45,0.2,572,30.900000000000002
2002,6,3,16,30,259,97,10,9730,44,0.2,313,31.1
2002,6,3,17,30,157,72,10,9730,41,0.2,183,31.400000000000002
2002,6,3,18,30,35,0,9,9740,39,0.2,35,31.700000000000003
2002,6,3,19,30,0,0,9,9750,38,0.2,0,31.700000000000003
2002,6,3,20,30,0,0,9,9750,37,0.2,0,31
2002,6,3,21,30,0,0,9,9750,37,0.2,0,30
2002,6,3,22,30,0,0,8,9750,36,0.2,0,29.1
2002,6,3,23,30,0,0,8,9750,35,0.2,0,28.5
2002,6,4,0,30,0,0,8,9750,35,0.2,0,28.1
2002,6,4,1,30,0,0,8,9740,34,0.2,0,28
2002,6,4,2,30,0,0,8,9740,33,0.2,0,28.200000000000003
2002,6,4,3,30,0,0,8,9740,33,0.2,0,28.6
2002,6,4,4,30,0,0,8,9750,32,0.2,0,29
2002,6,4,5,30,0,0,8,9760,33,0.1,0,29.400000000000002
2002,6,4,6,30,83,14,8,9770,36,0.1,87,29.700000000000003
2002,6,4,7,30,209,147,9,9770,40,0.1,273,31.200000000000003
2002,6,4,8,30,273,307,9,9780,43,0.1,466,31.1
2002,6,4,9,30,321,408,10,9770,45,0.1,642,29.900000000000002
2002,6,4,10,30,357,465,10,9770,47,0.1,779,28.900000000000002
2002,6,4,11,30,375,496,10,9760,48,0.2,860,28.400000000000002
2002,6,4,12,30,380,502,10,9750,48,0.2,879,28.400000000000002
2002,6,4,13,30,373,486,10,9740,47,0.2,837,28.6
2002,6,4,14,30,345,445,10,9730,47,0.30000000000000004,729,28.5
2002,6,4,15,30,310,360,10,9720,46,0.30000000000000004,571,28.400000000000002
2002,6,4,16,30,245,259,10,9720,43,0.30000000000000004,388,28.400000000000002
2002,6,4,17,30,157,89,10,9720,42,0.30000000000000004,189,28.5
2002,6,4,18,30,33,0,10,9730,40,0.30000000000000004,33,28.5
2002,6,4,19,30,0,0,10,9730,39,0.2,0,27.900000000000002
2002,6,4,20,30,0,0,10,9740,39,0.2,0,27.3
2002,6,4,21,30,0,0,10,9740,38,0.2,0,26.900000000000002
2002,6,4,22,30,0,0,10,9740,37,0.30000000000000004,0,26.700000000000003
2002,6,4,23,30,0,0,11,9740,36,0.30000000000000004,0,26.700000000000003
2002,6,5,0,30,0,0,12,9740,35,0.30000000000000004,0,26.8
2002,6,5,1,30,0,0,12,9740,35,0.30000000000000004,0,26.900000000000002
2002,6,5,2,30,0,0,13,9740,34,0.30000000000000004,0,26.6
2002,6,5,3,30,0,0,13,9740,33,0.30000000000000004,0,26.3
2002,6,5,4,30,0,0,14,9750,32,0.30000000000000004,0,26.3
2002,6,5,5,30,0,0,15,9760,33,0.30000000000000004,0,26
2002,6,5,6,30,59,0,15,9760,35,0.30000000000000004,59,25.5
2002,6,5,7,30,108,0,15,9770,39,0.5,108,25.3
2002,6,5,8,30,287,139,16,9780,40,0.5,374,25.200000000000003
2002,6,5,9,30,172,4,16,9780,41,0.5,176,25
2002,6,5,10,30,407,150,16,9780,42,0.5,543,25
2002,6,5,11,30,432,327,15,9780,43,0.4,752,25.1
2002,6,5,12,30,365,502,14,9760,44,0.4,864,25.400000000000002
2002,6,5,13,30,374,486,14,9750,44,0.4,838,26
2002,6,5,14,30,345,440,14,9750,44,0.4,725,26.400000000000002
2002,6,5,15,30,301,374,14,9740,43,0.30000000000000004,573,26.900000000000002
2002,6,5,16,30,257,236,14,9730,42,0.30000000000000004,388,27.400000000000002
2002,6,5,17,30,159,74,14,9740,40,0.30000000000000004,186,27.5
2002,6,5,18,30,43,12,14,9740,38,0.2,45,26.5
2002,6,5,19,30,0,0,14,9750,37,0.1,0,22.900000000000002
2002,6,5,20,30,0,0,14,9750,36,0.1,0,19.900000000000002
2002,6,5,21,30,0,0,14,9750,36,0.2,0,18.7
2002,6,5,22,30,0,0,14,9740,35,0.2,0,18.5
2002,6,5,23,30,0,0,14,9730,34,0.2,0,18.8
2002,6,6,0,30,0,0,13,9730,34,0.2,0,19.400000000000002
2002,6,6,1,30,0,0,13,9720,33,0.2,0,19.900000000000002
2002,6,6,2,30,0,0,13,9720,33,0.2,0,20.3
2002,6,6,3,30,0,0,14,9720,32,0.2,0,20.400000000000002
2002,6,6,4,30,0,0,14,9730,32,0.2,0,20.3
2002,6,6,5,30,0,0,14,9730,32,0.2,0,20
2002,6,6,6,30,74,0,14,9730,35,0.1,74,20.1
2002,6,6,7,30,199,84,13,9740,38,0.1,236,21.5
2002,6,6,8,30,286,273,13,9740,42,0.1,457,23.200000000000003
2002,6,6,9,30,332,384,12,9740,45,0.1,634,25
2002,6,6,10,30,359,453,12,9740,48,0.1,770,26.8
2002,6,6,11,30,366,495,12,9740,49,0.1,850,28.1
2002,6,6,12,30,381,502,12,9730,49,0.1,880,28.6
2002,6,6,13,30,368,486,12,9720,49,0.2,833,28.700000000000003
2002,6,6,14,30,345,441,12,9710,49,0.2,726,28.8
2002,6,6,15,30,313,351,12,9710,47,0.30000000000000004,569,28.8
2002,6,6,16,30,259,227,12,9700,45,0.30000000000000004,385,28.6
2002,6,6,17,30,159,69,12,9700,43,0.30000000000000004,184,28.5
2002,6,6,18,30,35,0,12,9710,42,0.30000000000000004,35,28.3
2002,6,6,19,30,0,0,12,9720,40,0.2,0,27.6
2002,6,6,20,30,0,0,13,9720,39,0.2,0,26.8
2002,6,6,21,30,0,0,13,9720,38,0.30000000000000004,0,26.3
2002,6,6,22,30,0,0,14,9720,38,0.30000000000000004,0,26.200000000000003
2002,6,6,23,30,0,0,14,9720,37,0.30000000000000004,0,26.3
2002,6,7,0,30,0,0,15,9720,36,0.30000000000000004,0,26.5
2002,6,7,1,30,0,0,15,9720,35,0.30000000000000004,0,26.8
2002,6,7,2,30,0,0,15,9720,34,0.30000000000000004,0,27
2002,6,7,3,30,0,0,15,9720,33,0.30000000000000004,0,27.200000000000003
2002,6,7,4,30,0,0,15,9730,33,0.2,0,27.5
2002,6,7,5,30,0,0,15,9740,33,0.2,0,27.8
2002,6,7,6,30,77,1,15,9750,36,0.1,78,28.1
2002,6,7,7,30,201,91,13,9750,41,0.1,241,29.3
2002,6,7,8,30,286,80,12,9760,44,0.1,337,30.700000000000003
2002,6,7,9,30,371,184,12,9760,47,0.1,516,31.200000000000003
2002,6,7,10,30,392,376,12,9750,49,0.1,733,30.6
2002,6,7,11,30,348,492,12,9740,50,0.1,829,29.6
2002,6,7,12,30,360,502,12,9730,50,0.1,859,28.900000000000002
2002,6,7,13,30,358,486,12,9720,49,0.2,823,28.700000000000003
2002,6,7,14,30,353,419,12,9720,48,0.2,716,28.8
2002,6,7,15,30,314,329,12,9710,47,0.30000000000000004,554,29.200000000000003
2002,6,7,16,30,247,250,12,9710,45,0.4,386,29.6
2002,6,7,17,30,157,78,11,9710,43,0.4,185,29.900000000000002
2002,6,7,18,30,27,0,11,9710,42,0.30000000000000004,27,29.900000000000002
2002,6,7,19,30,0,0,12,9720,40,0.30000000000000004,0,29.3
2002,6,7,20,30,0,0,12,9720,39,0.2,0,28
2002,6,7,21,30,0,0,12,9720,38,0.2,0,26.1
2002,6,7,22,30,0,0,12,9710,38,0.2,0,24.400000000000002
2002,6,7,23,30,0,0,12,9710,37,0.2,0,23.700000000000003
2002,6,8,0,30,0,0,13,9700,36,0.2,0,23.6
2002,6,8,1,30,0,0,13,9700,35,0.2,0,23.900000000000002
2002,6,8,2,30,0,0,14,9700,34,0.2,0,25
2002,6,8,3,30,0,0,14,9700,34,0.2,0,26.3
2002,6,8,4,30,0,0,14,9710,33,0.2,0,27.3
2002,6,8,5,30,0,0,14,9720,33,0.2,0,28
2002,6,8,6,30,85,10,14,9720,36,0.2,88,28.5
2002,6,8,7,30,208,131,12,9730,41,0.2,265,29.6
2002,6,8,8,30,277,287,8,9730,45,0.1,457,30.6
2002,6,8,9,30,322,401,6,9730,47,0.2,638,30.5
2002,6,8,10,30,357,460,4,9730,49,0.2,774,30.1
2002,6,8,11,30,376,495,3,9720,50,0.30000000000000004,860,29.700000000000003
2002,6,8,12,30,377,502,2,9710,50,0.30000000000000004,876,29.400000000000002
2002,6,8,13,30,370,486,2,9700,50,0.4,835,29.200000000000003
2002,6,8,14,30,348,433,3,9690,49,0.4,723,29.200000000000003
2002,6,8,15,30,316,343,4,9690,48,0.4,566,29.400000000000002
2002,6,8,16,30,270,184,5,9690,46,0.4,373,29.6
2002,6,8,17,30,153,58,6,9690,44,0.4,174,29.8
2002,6,8,18,30,32,0,7,9700,42,0.30000000000000004,32,29.6
2002,6,8,19,30,0,0,8,9710,40,0.30000000000000004,0,28.900000000000002
2002,6,8,20,30,0,0,9,9710,39,0.30000000000000004,0,28
2002,6,8,21,30,0,0,10,9720,38,0.30000000000000004,0,27.200000000000003
2002,6,8,22,30,0,0,10,9720,38,0.30000000000000004,0,26.8
2002,6,8,23,30,0,0,10,9720,37,0.30000000000000004,0,26.700000000000003
2002,6,9,0,30,0,0,10,9710,36,0.30000000000000004,0,26.900000000000002
2002,6,9,1,30,0,0,10,9710,35,0.4,0,27.3
2002,6,9,2,30,0,0,10,9710,35,0.4,0,27.6
2002,6,9,3,30,0,0,10,9710,34,0.30000000000000004,0,27.900000000000002
2002,6,9,4,30,0,0,10,9720,33,0.30000000000000004,0,28.3
2002,6,9,5,30,0,0,10,9730,34,0.30000000000000004,0,28.700000000000003
2002,6,9,6,30,80,4,10,9740,37,0.2,81,29.1
2002,6,9,7,30,204,107,10,9740,41,0.30000000000000004,251,29.400000000000002
2002,6,9,8,30,283,246,9,9750,45,0.30000000000000004,437,29.5
2002,6,9,9,30,337,363,9,9750,47,0.30000000000000004,623,29.3
2002,6,9,10,30,357,461,10,9740,49,0.30000000000000004,775,29
2002,6,9,11,30,367,495,10,9740,50,0.30000000000000004,851,28.6
2002,6,9,12,30,373,502,10,9730,50,0.4,872,28.3
2002,6,9,13,30,360,486,10,9720,50,0.4,825,27.900000000000002
2002,6,9,14,30,348,435,10,9710,49,0.4,725,27.700000000000003
2002,6,9,15,30,303,370,11,9700,48,0.4,573,27.700000000000003
2002,6,9,16,30,259,233,11,9700,46,0.4,389,27.700000000000003
2002,6,9,17,30,159,81,11,9700,44,0.30000000000000004,188,27.6
2002,6,9,18,30,35,0,10,9710,42,0.30000000000000004,35,26.8
2002,6,9,19,30,0,0,10,9720,41,0.30000000000000004,0,25.400000000000002
2002,6,9,20,30,0,0,10,9730,40,0.30000000000000004,0,24.1
2002,6,9,21,30,0,0,9,9730,39,0.30000000000000004,0,22.900000000000002
2002,6,9,22,30,0,0,9,9730,38,0.30000000000000004,0,22.1
2002,6,9,23,30,0,0,9,9720,37,0.30000000000000004,0,21.8
2002,6,10,0,30,0,0,8,9720,37,0.2,0,21.8
2002,6,10,1,30,0,0,8,9710,36,0.2,0,22.1
2002,6,10,2,30,0,0,8,9720,35,0.2,0,23.200000000000003
2002,6,10,3,30,0,0,8,9720,35,0.2,0,24.6
2002,6,10,4,30,0,0,9,9720,34,0.2,0,25.900000000000002
2002,6,10,5,30,0,0,9,9730,35,0.2,0,27.1
2002,6,10,6,30,77,2,9,9740,37,0.1,78,28
2002,6,10,7,30,202,99,9,9750,42,0.2,246,29.6
2002,6,10,8,30,283,246,9,9750,45,0.2,437,30
2002,6,10,9,30,338,363,9,9750,47,0.2,624,29.400000000000002
2002,6,10,10,30,366,430,9,9750,49,0.2,756,28.700000000000003
2002,6,10,11,30,368,495,10,9740,50,0.30000000000000004,852,28
2002,6,10,12,30,368,502,10,9730,50,0.30000000000000004,868,27.8
2002,6,10,13,30,362,486,10,9720,50,0.4,827,27.700000000000003
2002,6,10,14,30,346,446,10,9720,49,0.4,733,27.900000000000002
2002,6,10,15,30,311,361,10,9710,48,0.4,575,28.200000000000003
2002,6,10,16,30,260,236,10,9710,46,0.4,392,28.5
2002,6,10,17,30,160,83,10,9710,44,0.4,190,28.700000000000003
2002,6,10,18,30,36,0,10,9720,42,0.30000000000000004,36,28.6
2002,6,10,19,30,0,0,10,9730,41,0.2,0,28.200000000000003
2002,6,10,20,30,0,0,10,9740,40,0.2,0,27
2002,6,10,21,30,0,0,10,9740,39,0.1,0,25
2002,6,10,22,30,0,0,10,9740,38,0.1,0,23.1
2002,6,10,23,30,0,0,11,9740,37,0.2,0,21.900000000000002
2002,6,11,0,30,0,0,11,9740,37,0.2,0,21.1
2002,6,11,1,30,0,0,11,9730,36,0.2,0,20.6
2002,6,11,2,30,0,0,11,9730,35,0.2,0,19.700000000000003
2002,6,11,3,30,0,0,11,9740,34,0.2,0,18.400000000000002
2002,6,11,4,30,0,0,11,9740,34,0.2,0,16.6
2002,6,11,5,30,0,0,12,9750,34,0.2,0,14.700000000000001
2002,6,11,6,30,81,11,12,9760,36,0.2,84,13.600000000000001
2002,6,11,7,30,207,133,13,9770,39,0.30000000000000004,265,13.600000000000001
2002,6,11,8,30,273,301,13,9770,42,0.2,462,14.3
2002,6,11,9,30,320,407,13,9760,45,0.1,640,15.3
2002,6,11,10,30,358,464,13,9750,47,0.1,779,17.1
2002,6,11,11,30,380,495,12,9740,49,0,864,23.6
2002,6,11,12,30,385,502,11,9730,50,0.1,885,28.6
2002,6,11,13,30,374,486,10,9720,50,0.1,840,29.3
2002,6,11,14,30,345,447,9,9710,49,0.2,733,29.1
2002,6,11,15,30,310,366,9,9710,48,0.2,578,29
2002,6,11,16,30,247,263,8,9700,46,0.30000000000000004,394,29.200000000000003
2002,6,11,17,30,161,93,8,9710,44,0.30000000000000004,195,29.6
2002,6,11,18,30,37,0,8,9720,42,0.2,37,29.700000000000003
2002,6,11,19,30,0,0,8,9720,40,0.1,0,29.400000000000002
2002,6,11,20,30,0,0,8,9730,40,0.1,0,29.3
2002,6,11,21,30,0,0,8,9730,39,0,0,28.6
2002,6,11,22,30,0,0,8,9730,38,0,0,19.700000000000003
2002,6,11,23,30,0,0,8,9730,37,0,0,14.700000000000001
2002,6,12,0,30,0,0,8,9720,36,0,0,13.4
2002,6,12,1,30,0,0,8,9720,36,0.1,0,12.200000000000001
2002,6,12,2,30,0,0,9,9720,35,0.2,0,11.3
2002,6,12,3,30,0,0,10,9720,34,0.2,0,11
2002,6,12,4,30,0,0,12,9730,33,0.30000000000000004,0,11
2002,6,12,5,30,0,0,14,9740,34,0.4,0,11.200000000000001
2002,6,12,6,30,82,11,16,9750,36,0.4,85,11.8
2002,6,12,7,30,207,133,16,9750,38,0.4,265,12.5
2002,6,12,8,30,276,282,16,9760,41,0.4,453,13.200000000000001
2002,6,12,9,30,333,378,16,9750,44,0.30000000000000004,630,14.100000000000001
2002,6,12,10,30,361,443,15,9750,47,0.2,763,15.700000000000001
2002,6,12,11,30,340,482,15,9740,49,0.1,811,19.8
2002,6,12,12,30,378,437,14,9730,50,0.1,813,25.6
2002,6,12,13,30,373,487,13,9720,49,0.2,840,28
2002,6,12,14,30,346,447,12,9710,48,0.2,734,28.900000000000002
2002,6,12,15,30,302,378,11,9710,47,0.2,579,29.6
2002,6,12,16,30,260,241,10,9700,45,0.2,395,30.1
2002,6,12,17,30,161,87,9,9700,43,0.2,193,30.5
2002,6,12,18,30,36,0,9,9710,41,0.1,36,30.8
2002,6,12,19,30,0,0,9,9720,40,0,0,30.8
2002,6,12,20,30,0,0,9,9720,39,0,0,17
2002,6,12,21,30,0,0,9,9730,38,0,0,16.7
2002,6,12,22,30,0,0,9,9720,37,0.1,0,17.2
2002,6,12,23,30,0,0,9,9720,37,0.1,0,17.6
2002,6,13,0,30,0,0,9,9720,36,0.1,0,17.7
2002,6,13,1,30,0,0,9,9720,35,0.1,0,17.400000000000002
2002,6,13,2,30,0,0,9,9710,35,0.1,0,15.600000000000001
2002,6,13,3,30,0,0,9,9720,34,0.1,0,12.3
2002,6,13,4,30,0,0,9,9720,33,0.1,0,9.700000000000001
2002,6,13,5,30,0,0,10,9730,34,0.2,0,8.8
2002,6,13,6,30,80,4,10,9730,36,0.2,81,9
2002,6,13,7,30,202,100,10,9730,40,0.2,246,8.1
2002,6,13,8,30,280,260,9,9730,43,0.1,443,6.2
2002,6,13,9,30,330,381,9,9730,46,0.1,630,2.4000000000000004
2002,6,13,10,30,361,444,9,9720,48,0.1,763,34.4
2002,6,13,11,30,376,495,9,9710,49,0.2,860,32.2
2002,6,13,12,30,381,502,9,9700,49,0.30000000000000004,881,31
2002,6,13,13,30,370,487,9,9690,49,0.4,837,30.6
2002,6,13,14,30,344,445,9,9680,48,0.4,731,30.3
2002,6,13,15,30,314,356,9,9670,47,0.4,575,30.200000000000003
2002,6,13,16,30,250,253,8,9670,45,0.4,392,30.200000000000003
2002,6,13,17,30,165,79,8,9680,44,0.30000000000000004,194,30.200000000000003
2002,6,13,18,30,41,0,8,9690,42,0.30000000000000004,41,30.200000000000003
2002,6,13,19,30,0,0,8,9700,40,0.2,0,30.1
2002,6,13,20,30,0,0,8,9700,39,0.1,0,30.1
2002,6,13,21,30,0,0,8,9710,38,0,0,30.6
2002,6,13,22,30,0,0,8,9710,38,0,0,33.7
2002,6,13,23,30,0,0,8,9710,37,0,0,5.2
2002,6,14,0,30,0,0,8,9700,36,0.1,0,6.9
2002,6,14,1,30,0,0,8,9700,36,0.1,0,7.4
2002,6,14,2,30,0,0,8,9700,35,0.2,0,7.9
2002,6,14,3,30,0,0,8,9700,34,0.2,0,8.700000000000001
2002,6,14,4,30,0,0,9,9700,33,0.2,0,9.600000000000001
2002,6,14,5,30,0,0,11,9710,33,0.2,0,10.4
2002,6,14,6,30,74,0,13,9720,35,0.2,74,11.3
2002,6,14,7,30,172,20,14,9730,39,0.2,181,12.3
2002,6,14,8,30,289,238,14,9730,43,0.1,438,13.200000000000001
2002,6,14,9,30,338,359,13,9720,46,0,620,15.4
2002,6,14,10,30,363,436,12,9720,49,0,758,24.700000000000003
2002,6,14,11,30,357,494,11,9710,50,0.1,840,28.200000000000003
2002,6,14,12,30,345,502,11,9700,50,0.2,845,29
2002,6,14,13,30,351,467,10,9690,49,0.30000000000000004,799,29.5
2002,6,14,14,30,398,320,10,9680,49,0.4,676,30.200000000000003
2002,6,14,15,30,342,244,10,9680,47,0.4,521,31.1
2002,6,14,16,30,215,27,11,9680,46,0.4,231,32.2
2002,6,14,17,30,154,54,11,9680,43,0.4,174,33.300000000000004
2002,6,14,18,30,26,0,12,9690,41,0.4,26,34.4
2002,6,14,19,30,0,0,12,9700,40,0.4,0,35.6
2002,6,14,20,30,0,0,12,9710,38,0.4,0,0.1
2002,6,14,21,30,0,0,12,9720,37,0.30000000000000004,0,0.5
2002,6,14,22,30,0,0,12,9720,36,0.30000000000000004,0,0.7000000000000001
2002,6,14,23,30,0,0,12,9710,36,0.2,0,0.6000000000000001
2002,6,15,0,30,0,0,12,9710,35,0.2,0,0.30000000000000004
2002,6,15,1,30,0,0,12,9710,34,0.2,0,0
2002,6,15,2,30,0,0,12,9700,34,0.1,0,35.4
2002,6,15,3,30,0,0,12,9710,33,0.1,0,34.7
2002,6,15,4,30,0,0,12,9710,33,0.1,0,33.6
2002,6,15,5,30,0,0,12,9720,33,0,0,31.1
